iter	Logloss
150	0.3797067471
151	0.3795064786
152	0.3793284622
153	0.3791760011
154	0.3789658154
155	0.3787297327
156	0.3786023272
157	0.3784369543
158	0.378234889
159	0.3780601721
160	0.3778919663
161	0.3777140674
162	0.3775930958
163	0.3774370778
164	0.3773094592
165	0.3771773578
166	0.3770453152
167	0.3768381389
168	0.3766971712
169	0.3765606606
170	0.3763840514
171	0.3762069848
172	0.375970678
173	0.375757303
174	0.3754401156
175	0.3752885804
176	0.3751032171
177	0.374937372
178	0.3747210979
179	0.3745818039
180	0.3744588058
181	0.3742860529
182	0.3741726101
183	0.374006629
184	0.3738164816
185	0.3736683912
186	0.3734652493
187	0.3732722395
188	0.3731363793
189	0.3729888822
190	0.3728412437
191	0.3727340767
192	0.3725095518
193	0.372324058
194	0.3722089047
195	0.3719730112
196	0.371823473
197	0.3716492394
198	0.371535306
199	0.371408154
200	0.3712916761
201	0.3711433707
202	0.3710175635
203	0.3708583066
204	0.3707402598
205	0.3706172562
206	0.3704453171
207	0.3703576188
208	0.3701610945
209	0.3699610318
210	0.369848197
211	0.3697133564
212	0.3695722032
213	0.3694538863
214	0.3693164515
215	0.3691184501
216	0.3689483115
217	0.3688511866
218	0.368685404
219	0.3685037573
220	0.3683806636
221	0.3682415644
222	0.3681255825
223	0.368014495
224	0.3678575566
225	0.3677523021
226	0.3676492228
227	0.367530904
228	0.3673285485
229	0.3671957104
230	0.3670723743
231	0.366825555
232	0.3665927774
233	0.3664913351
234	0.3663808868
235	0.3662979358
236	0.3661925178
237	0.3661186205
238	0.3659387816
239	0.3657768846
240	0.3656596902
241	0.3655399348
242	0.3653628571
243	0.3652718078
244	0.3651602058
245	0.3650338897
246	0.3649023321
247	0.3647252692
248	0.3646444585
249	0.3645415832
250	0.3644134648
251	0.3643193878
252	0.364161033
253	0.3640472576
254	0.3639539374
255	0.3638461439
256	0.3636512106
257	0.3635288592
258	0.3633705852
259	0.3632734438
260	0.3631549229
261	0.3629904796
262	0.3628883924
263	0.3628008246
264	0.362692445
265	0.3625820464
266	0.3625159755
267	0.3623198664
268	0.3622302317
269	0.3621005829
270	0.3620200662
271	0.3618784629
272	0.361746198
273	0.3615478861
274	0.3614066796
275	0.3613014122
276	0.3611854359
277	0.3610663951
278	0.3608906035
279	0.3607468562
280	0.3605922639
281	0.3605028515
282	0.3604011685
283	0.3602779205
284	0.3601799689
285	0.3600203427
286	0.3599298996
287	0.3597523168
288	0.3596609496
289	0.3595445378
290	0.3594623878
291	0.3593881157
292	0.3592891021
293	0.3591342361
294	0.3590377505
295	0.3589522422
296	0.3588328266
297	0.3586491295
298	0.3585117352
299	0.3583967638
300	0.3582856726
301	0.3581655019
302	0.3580387247
303	0.3579649964
304	0.357835886
305	0.3577544929
306	0.3576619756
307	0.3575640809
308	0.3573388689
309	0.357242962
310	0.3570809089
311	0.3569990014
312	0.3569200261
313	0.3567782188
314	0.3566795102
315	0.3566061549
316	0.3564437454
317	0.3562942421
318	0.3561909277
319	0.3560654347
320	0.3559526385
321	0.3558842454
322	0.3557480287
323	0.3556332888
324	0.3555509937
325	0.3553983635
326	0.3552841454
327	0.3551871435
328	0.3550568187
329	0.3549654442
330	0.3548620802
331	0.3547627635
332	0.3546382185
333	0.354544237
334	0.3544134179
335	0.3543206067
336	0.3542204486
337	0.3541383335
338	0.3540551473
339	0.3539602215
340	0.3538845715
341	0.3537930445
342	0.3537250078
343	0.3536030643
344	0.3534982488
345	0.3533902037
346	0.353330032
347	0.3532613468
348	0.3531016783
349	0.3530018968
350	0.3528776586
351	0.352756235
352	0.35266464
353	0.3525345412
354	0.3524423252
355	0.352344188
356	0.3522674026
357	0.3522082689
358	0.3521265488
359	0.3520169751
360	0.3519322659
361	0.3518203442
362	0.3517436176
363	0.3516273161
364	0.3515335808
365	0.3514198421
366	0.3513434389
367	0.3512590971
368	0.3511529699
369	0.3510086457
370	0.350896465
371	0.3508115776
372	0.3507218272
373	0.350637039
374	0.350552034
375	0.3504594212
376	0.3503704313
377	0.3502561838
378	0.350161776
379	0.3500099341
380	0.3499199907
381	0.3498104023
382	0.3497328912
383	0.3496290715
384	0.3495424425
385	0.3494118237
386	0.349327131
387	0.3492383782
388	0.3491540236
389	0.3490285691
390	0.348891985
391	0.3488225319
392	0.3487422117
393	0.3486899822
394	0.3486184953
395	0.3484797782
396	0.3483813396
397	0.3483072953
398	0.348232224
399	0.3481175227
400	0.3480500611
401	0.3479491074
402	0.347871578
403	0.3477542219
404	0.3476988747
405	0.3476347438
406	0.3475526967
407	0.3474739382
408	0.3473547045
409	0.3472396817
410	0.3471253202
411	0.3470314581
412	0.3469316674
413	0.3467864062
414	0.3466972749
415	0.3465749566
416	0.3464906277
417	0.3463853658
418	0.3462280325
419	0.3461283722
420	0.3460249972
421	0.3459630857
422	0.3458847111
423	0.3458120337
424	0.3457180669
425	0.3456485053
426	0.3455532819
427	0.3453974899
428	0.3452834904
429	0.3451686898
430	0.3450281594
431	0.3449350212
432	0.3448423092
433	0.3447358238
434	0.3446276114
435	0.3445679174
436	0.3444804267
437	0.3443901931
438	0.3443405724
439	0.3442476491
440	0.344171707
441	0.3440659436
442	0.3439667775
443	0.3438632977
444	0.3437382199
445	0.3435849339
446	0.3435205992
447	0.3434211098
448	0.3433355848
449	0.3432285758
450	0.3431878802
451	0.34303015
452	0.3429338996
453	0.342856958
454	0.3427708269
455	0.3427105652
456	0.3426413435
457	0.342581113
458	0.3425031077
459	0.342455688
460	0.3423788861
461	0.342317364
462	0.3422412749
463	0.3421389618
464	0.3420575797
465	0.3419904819
466	0.3418853945
467	0.3417314012
468	0.3416528962
469	0.3415361188
470	0.3414713744
471	0.3413665608
472	0.3412965399
473	0.3412354386
474	0.3411490356
475	0.341066395
476	0.3410123577
477	0.3408932104
478	0.3407994953
479	0.3407195959
480	0.340596787
481	0.3405371573
482	0.3404730559
483	0.3404160056
484	0.3403096984
485	0.3401860536
486	0.3401186525
487	0.3400302763
488	0.3399333204
489	0.3398311891
490	0.3397602607
491	0.3396632589
492	0.3394992014
493	0.3394074447
494	0.3393379916
495	0.3392571845
496	0.3391830098
497	0.3390763756
498	0.3390262184
499	0.3389680695
500	0.3389038358
501	0.3388064775
502	0.3387095547
503	0.3386376911
504	0.338551762
505	0.3384859098
506	0.3383941494
507	0.3382832731
508	0.338214779
509	0.3381609382
510	0.3381178194
511	0.3380476001
512	0.3379715882
513	0.337876914
514	0.3378186677
515	0.3377011867
516	0.3375780619
517	0.3374498002
518	0.3373736229
519	0.3372940983
520	0.3372135632
521	0.3371554124
522	0.3370715483
523	0.3370117827
524	0.3369364156
525	0.336873264
526	0.3367805483
527	0.336677899
528	0.3366145875
529	0.3365365014
530	0.3364804358
531	0.3364027263
532	0.3363095863
533	0.3362615052
534	0.3361806541
535	0.3361339159
536	0.3360735826
537	0.3359839754
538	0.3359058636
539	0.3358218084
540	0.3357311081
541	0.3356536724
542	0.3355486916
543	0.3354837414
544	0.3353774783
545	0.3353394337
546	0.3352556321
547	0.3352065938
548	0.335130242
549	0.3350384467
550	0.3349847034
551	0.3348892209
552	0.3347854509
553	0.3347299328
554	0.3346770566
555	0.3346335446
556	0.3345102011
557	0.3344578926
558	0.3343883733
559	0.3342976363
560	0.3342324766
561	0.3341695841
562	0.3340549874
563	0.3340138527
564	0.3338780696
565	0.3338034393
566	0.3337308298
567	0.333643949
568	0.3335566549
569	0.3334964594
570	0.3334194572
571	0.3333741502
572	0.3332956379
573	0.3332412772
574	0.3331366584
575	0.3330766373
576	0.333021777
577	0.3329462409
578	0.3328905703
579	0.3328154035
580	0.3327648275
581	0.3326835704
582	0.3326026715
583	0.332533132
584	0.3324505466
585	0.3324055391
586	0.3323309032
587	0.3322178425
588	0.3321726439
589	0.3321125145
590	0.3320259001
591	0.3319279172
592	0.3318655501
593	0.3317712856
594	0.3317075535
595	0.3316183009
596	0.3315550134
597	0.3314633835
598	0.3313612779
599	0.331287557
600	0.3312430749
601	0.3311817605
602	0.3311052433
603	0.3310374657
604	0.3309478457
605	0.3308660594
606	0.3307981954
607	0.3307228228
608	0.3306662043
609	0.3305869865
610	0.3304825348
611	0.3304023469
612	0.3302992769
613	0.3301953525
614	0.3301163588
615	0.3300334941
616	0.3299540283
617	0.3298977661
618	0.3298124856
619	0.32974658
620	0.3296495341
621	0.3296094503
622	0.3295355327
623	0.3294807624
624	0.3293550673
625	0.3292890001
626	0.3292121357
627	0.329139179
628	0.3290499007
629	0.3289584453
630	0.3288850018
631	0.3288110236
632	0.3287553678
633	0.3286790068
634	0.3286321069
635	0.328559898
636	0.3284552902
637	0.3284154911
638	0.3283413788
639	0.3282525782
640	0.3281857596
641	0.3281253344
642	0.3280531309
643	0.3279680874
644	0.327898636
645	0.3278263701
646	0.3277480286
647	0.3276674678
648	0.3275989773
649	0.3275189658
650	0.3274758212
651	0.3274024255
652	0.3273128349
653	0.3272421967
654	0.3271780604
655	0.327117141
656	0.3270502874
657	0.3269354428
658	0.3268592637
659	0.3267854123
660	0.3266958529
661	0.3266365888
662	0.3265500075
663	0.3264891891
664	0.3264297835
665	0.3263591233
666	0.3262759739
667	0.3261801846
668	0.3261277696
669	0.3260711032
670	0.3259728742
671	0.325890862
672	0.325834304
673	0.325793568
674	0.3257241773
675	0.325668143
676	0.3255703438
677	0.3254989395
678	0.3254185294
679	0.3253374964
680	0.3252546446
681	0.3251452105
682	0.3250786086
683	0.325037338
684	0.324962342
685	0.3249171526
686	0.3248590184
687	0.3248035021
688	0.3247040036
689	0.3246375064
690	0.3246210636
691	0.3245646214
692	0.3245168361
693	0.3244712884
694	0.3244133085
695	0.3243515238
696	0.3242693867
697	0.3241643269
698	0.3241103337
699	0.3240786568
700	0.3240144103
701	0.3239589639
702	0.3239161316
703	0.3238320158
704	0.3236963558
705	0.3236457724
706	0.3235990012
707	0.3235214864
708	0.3234320777
709	0.3233364721
710	0.3232543258
711	0.3231965333
712	0.3231397108
713	0.3230340466
714	0.3229617477
715	0.3229248881
716	0.3228511726
717	0.3227885116
718	0.3227337982
719	0.3226727006
720	0.3226126612
721	0.3225197581
722	0.3224369504
723	0.3223706499
724	0.3223013933
725	0.3222521768
726	0.322152579
727	0.3220877427
728	0.3220399463
729	0.3219895081
730	0.3219253625
731	0.3218695799
732	0.3217950285
733	0.3217453821
734	0.3216476234
735	0.3215890372
736	0.321533611
737	0.321431996
738	0.3213470498
739	0.3212991689
740	0.3212218066
741	0.3211428662
742	0.3210672456
743	0.3210206232
744	0.320972294
745	0.3208949428
746	0.3208400255
747	0.3207583899
748	0.3207030703
749	0.3206391305
750	0.3205346348
751	0.3204641803
752	0.320363392
753	0.3202965422
754	0.3202356521
755	0.3201902937
756	0.320131906
757	0.3200510402
758	0.3200011255
759	0.3199654528
760	0.3198951949
761	0.3197988582
762	0.3197730787
763	0.3196891907
764	0.3196010074
765	0.3195101804
766	0.3194617722
767	0.3194145233
768	0.3193604456
769	0.3192833516
770	0.3192124452
771	0.3191673752
772	0.319097832
773	0.3190534767
774	0.3189653026
775	0.3189097386
776	0.3188656074
777	0.3187994245
778	0.3187352073
779	0.3186674315
780	0.318617594
781	0.3185647748
782	0.3184847688
783	0.3184292764
784	0.3183892771
785	0.318319835
786	0.31826277
787	0.3181963464
788	0.3181078801
789	0.3180621928
790	0.3179909686
791	0.3179328362
792	0.3178696516
793	0.3178157741
794	0.3177346052
795	0.3176697762
796	0.3176266941
797	0.3175609171
798	0.3175141441
799	0.3174580969
800	0.317377672
801	0.3173070412
802	0.3172147132
803	0.3171463881
804	0.317104998
805	0.3170321552
806	0.3169700122
807	0.3168997268
808	0.3168576258
809	0.3167940498
810	0.3167322044
811	0.3166516803
812	0.3165987288
813	0.3165218718
814	0.3164464294
815	0.3163607171
816	0.3162757507
817	0.316190979
818	0.316139071
819	0.3160675124
820	0.3159702038
821	0.3159238514
822	0.3158713243
823	0.3157942284
824	0.3157388371
825	0.3156666172
826	0.3156407422
827	0.315566933
828	0.3155260867
829	0.3154529923
830	0.3153790012
831	0.315338945
832	0.3152738239
833	0.3152140435
834	0.3151596241
835	0.3151104866
836	0.3150492181
837	0.3149861198
838	0.3149182356
839	0.3148531752
840	0.3148018293
841	0.3147426608
842	0.3146567188
843	0.314583222
844	0.3145157732
845	0.3144469631
846	0.3143806644
847	0.3143260796
848	0.3142926776
849	0.3142224198
850	0.3141552594
851	0.3141088722
852	0.3140540559
853	0.3140133493
854	0.3139582152
855	0.3138991182
856	0.3138316419
857	0.3137768091
858	0.3137252594
859	0.3136472982
860	0.3136005361
861	0.3135596329
862	0.3134561531
863	0.3133599505
864	0.3132867292
865	0.3132028413
866	0.3131364985
867	0.3130675818
868	0.3129955694
869	0.3129316829
870	0.3128807615
871	0.3128209462
872	0.312780269
873	0.3127045492
874	0.3126497035
875	0.3125539528
876	0.3124955705
877	0.3124653634
878	0.3124058238
879	0.3123485916
880	0.3122606012
881	0.3121732813
882	0.312095412
883	0.3120453191
884	0.311937555
885	0.311890477
886	0.3118283377
887	0.3117909821
888	0.3116879451
889	0.3116278469
890	0.3115848217
891	0.3115288921
892	0.3114904673
893	0.3114362885
894	0.3113825488
895	0.3112903806
896	0.3112439769
897	0.3111837042
898	0.3110929763
899	0.3110485347
900	0.3109863752
901	0.3109486374
902	0.3108836394
903	0.3108388818
904	0.3107368718
905	0.3106673837
906	0.3106118528
907	0.3105678704
908	0.3105259329
909	0.3104743886
910	0.3104129254
911	0.3103494633
912	0.3102989387
913	0.3102385889
914	0.3101721193
915	0.310122866
916	0.3100467512
917	0.3099997449
918	0.309945026
919	0.3098803917
920	0.309824374
921	0.3097350497
922	0.3096722123
923	0.3096249561
924	0.309536341
925	0.3094588281
926	0.3094054393
927	0.3093268333
928	0.3092660718
929	0.3092006329
930	0.3091279537
931	0.3090590627
932	0.308990857
933	0.308946329
934	0.3088898115
935	0.3088104816
936	0.3087601554
937	0.3087157872
938	0.3086616746
939	0.3086154932
940	0.3085743511
941	0.3085234407
942	0.3084584593
943	0.3083928991
944	0.3083430433
945	0.3082947325
946	0.3082437927
947	0.3081889728
948	0.3081495301
949	0.3080934425
950	0.308023113
951	0.3079646793
952	0.3079127052
953	0.3078684399
954	0.3078004895
955	0.3077474829
956	0.3076976822
957	0.3076626727
958	0.3076035372
959	0.307527595
960	0.3074758083
961	0.3074277345
962	0.3073803883
963	0.3073215173
964	0.3072606457
965	0.3071883394
966	0.3071305671
967	0.3070545276
968	0.3069845122
969	0.3069135379
970	0.3068517862
971	0.306801517
972	0.3067334013
973	0.3066736834
974	0.3066150146
975	0.3065608964
976	0.3064913992
977	0.3064147093
978	0.3063063334
979	0.3062385815
980	0.3061582889
981	0.3061069468
982	0.3060195975
983	0.3059515278
984	0.3058892709
985	0.3058389961
986	0.3058026271
987	0.3057630063
988	0.3057145118
989	0.3056644428
990	0.3056395048
991	0.3055887487
992	0.3055370299
993	0.305473702
994	0.3054132657
995	0.3053790811
996	0.3053533476
997	0.3053032033
998	0.30525526
999	0.3051853383
